name,value
AcceptStop_Services,False
Caption_Services,AppvVfs
CreationClassName_Services,Win32_SystemDriver
Description_Services,AppvVfs
DesktopInteract_Services,False
DisplayName_Services,AppvVfs
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,AppvVfs
PathName_Services,C:\Windows\system32\drivers\AppvVfs.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,File System Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Adaptec SAS/SATA-II RAID Storport's Miniport Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Adaptec SAS/SATA-II RAID Storport's Miniport Driver
DesktopInteract_Services,False
DisplayName_Services,Adaptec SAS/SATA-II RAID Storport's Miniport Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,arcsas
PathName_Services,C:\Windows\system32\drivers\arcsas.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,6
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,RAS Asynchronous Media Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,RAS Asynchronous Media Driver
DesktopInteract_Services,False
DisplayName_Services,RAS Asynchronous Media Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,AsyncMac
PathName_Services,C:\Windows\system32\drivers\asyncmac.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,IDE Channel
CreationClassName_Services,Win32_SystemDriver
Description_Services,IDE Channel
DesktopInteract_Services,False
DisplayName_Services,IDE Channel
ErrorControl_Services,Critical
ExitCode_Services,1077
Name_Services,atapi
PathName_Services,C:\Windows\system32\drivers\atapi.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,26
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,QLogic Network Adapter VBD
CreationClassName_Services,Win32_SystemDriver
Description_Services,QLogic Network Adapter VBD
DesktopInteract_Services,False
DisplayName_Services,QLogic Network Adapter VBD
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,b06bdrv
PathName_Services,C:\Windows\system32\drivers\bxvbda.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,4
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,BasicDisplay
CreationClassName_Services,Win32_SystemDriver
Description_Services,BasicDisplay
DesktopInteract_Services,False
DisplayName_Services,BasicDisplay
ErrorControl_Services,Ignore
ExitCode_Services,0
Name_Services,BasicDisplay
PathName_Services,C:\Windows\system32\drivers\BasicDisplay.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,System
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,2
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,BasicRender
CreationClassName_Services,Win32_SystemDriver
Description_Services,BasicRender
DesktopInteract_Services,False
DisplayName_Services,BasicRender
ErrorControl_Services,Ignore
ExitCode_Services,0
Name_Services,BasicRender
PathName_Services,C:\Windows\system32\drivers\BasicRender.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,System
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,3
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,bcmfn Service
CreationClassName_Services,Win32_SystemDriver
Description_Services,bcmfn Service
DesktopInteract_Services,False
DisplayName_Services,bcmfn Service
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,bcmfn
PathName_Services,C:\Windows\system32\drivers\bcmfn.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,17
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,bcmfn2 Service
CreationClassName_Services,Win32_SystemDriver
Description_Services,bcmfn2 Service
DesktopInteract_Services,False
DisplayName_Services,bcmfn2 Service
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,bcmfn2
PathName_Services,C:\Windows\system32\drivers\bcmfn2.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,18
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Beep
CreationClassName_Services,Win32_SystemDriver
Description_Services,Beep
DesktopInteract_Services,False
DisplayName_Services,Beep
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,Beep
PathName_Services,C:\Windows\system32\drivers\Beep.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,System
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,2
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Browser Support Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Browser Support Driver
DesktopInteract_Services,False
DisplayName_Services,Browser Support Driver
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,bowser
PathName_Services,C:\Windows\system32\DRIVERS\bowser.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,File System Driver
Started_Services,True
StartMode_Services,Manual
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,5
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Bluetooth Audio/Video Remote Control HID
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Audio/Video Remote Control HID
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Audio/Video Remote Control HID
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,BthAvrcpTg
PathName_Services,C:\Windows\system32\drivers\BthAvrcpTg.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,4
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Bluetooth Enumerator Service
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Enumerator Service
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Enumerator Service
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,BthEnum
PathName_Services,C:\Windows\system32\drivers\BthEnum.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Bluetooth Hands-Free Audio and Call Control HID Enumerator
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Hands-Free Audio and Call Control HID Enumerator
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Hands-Free Audio and Call Control HID Enumerator
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,BthHFEnum
PathName_Services,C:\Windows\system32\drivers\bthhfenum.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,5
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Bluetooth Hands-Free Call Control HID
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Hands-Free Call Control HID
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Hands-Free Call Control HID
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,bthhfhid
PathName_Services,C:\Windows\system32\drivers\BthHFHid.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Bluetooth Low Energy Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Low Energy Driver
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Low Energy Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,BthLEEnum
PathName_Services,C:\Windows\system32\drivers\BthLEEnum.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Bluetooth Modem Communications Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Modem Communications Driver
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Modem Communications Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,BTHMODEM
PathName_Services,C:\Windows\system32\drivers\bthmodem.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Bluetooth Device (Personal Area Network)
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Device (Personal Area Network)
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Device (Personal Area Network)
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,BthPan
PathName_Services,C:\Windows\system32\drivers\bthpan.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,18
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Bluetooth Port Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Port Driver
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Port Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,BTHPORT
PathName_Services,C:\Windows\system32\drivers\BTHport.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,8
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Bluetooth Radio USB Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Bluetooth Radio USB Driver
DesktopInteract_Services,False
DisplayName_Services,Bluetooth Radio USB Driver
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,BTHUSB
PathName_Services,C:\Windows\system32\drivers\BTHUSB.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Manual
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,7
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Service for Portable Device Control devices
CreationClassName_Services,Win32_SystemDriver
Description_Services,Service for Portable Device Control devices
DesktopInteract_Services,False
DisplayName_Services,Service for Portable Device Control devices
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,buttonconverter
PathName_Services,C:\Windows\system32\drivers\buttonconverter.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,HID driver for CapImg touch screen
CreationClassName_Services,Win32_SystemDriver
Description_Services,HID driver for CapImg touch screen
DesktopInteract_Services,False
DisplayName_Services,HID driver for CapImg touch screen
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,CapImg
PathName_Services,C:\Windows\system32\drivers\capimg.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,CD/DVD File System Reader
CreationClassName_Services,Win32_SystemDriver
Description_Services,CD/DVD File System Reader
DesktopInteract_Services,False
DisplayName_Services,CD/DVD File System Reader
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,cdfs
PathName_Services,C:\Windows\system32\DRIVERS\cdfs.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,File System Driver
Started_Services,False
StartMode_Services,Disabled
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,CD-ROM Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,CD-ROM Driver
DesktopInteract_Services,False
DisplayName_Services,CD-ROM Driver
ErrorControl_Services,Normal
ExitCode_Services,31
Name_Services,cdrom
PathName_Services,C:\Windows\system32\drivers\cdrom.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,System
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,1
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,cht4iscsi
CreationClassName_Services,Win32_SystemDriver
Description_Services,cht4iscsi
DesktopInteract_Services,False
DisplayName_Services,cht4iscsi
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,cht4iscsi
PathName_Services,C:\Windows\system32\drivers\cht4sx64.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,7
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Chelsio Virtual Bus Driver
CreationClassName_Services,Win32_SystemDriver
Description_Services,Chelsio Virtual Bus Driver
DesktopInteract_Services,False
DisplayName_Services,Chelsio Virtual Bus Driver
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,cht4vbd
PathName_Services,C:\Windows\system32\drivers\cht4vx64.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,6
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Consumer IR Devices
CreationClassName_Services,Win32_SystemDriver
Description_Services,Consumer IR Devices
DesktopInteract_Services,False
DisplayName_Services,Consumer IR Devices
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,circlass
PathName_Services,C:\Windows\system32\drivers\circlass.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,False
StartMode_Services,Manual
StartName_Services,
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,6
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,Common Log (CLFS)
CreationClassName_Services,Win32_SystemDriver
Description_Services,Common Log (CLFS)
DesktopInteract_Services,False
DisplayName_Services,Common Log (CLFS)
ErrorControl_Services,Critical
ExitCode_Services,0
Name_Services,CLFS
PathName_Services,C:\Windows\system32\drivers\CLFS.sys
ServiceSpecificExitCode_Services,0
ServiceType_Services,Kernel Driver
Started_Services,True
StartMode_Services,Boot
StartName_Services,
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,1
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Quality Windows Audio Video Experience
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,Quality Windows Audio Video Experience (qWave) is a networking platform for Audio Video (AV) streaming applications on IP home networks. qWave enhances AV streaming performance and reliability by ensuring network quality-of-service (QoS) for AV applications. It provides mechanisms for admission control, run time monitoring and enforcement, application feedback, and traffic prioritization.
DesktopInteract_Services,False
DisplayName_Services,Quality Windows Audio Video Experience
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,QWAVE
PathName_Services,C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation
ProcessId_Services,0
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,False
StartMode_Services,Manual
StartName_Services,NT AUTHORITY\LocalService
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,True
Caption_Services,RalinkRegistryWriter
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
DesktopInteract_Services,False
DisplayName_Services,RalinkRegistryWriter
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,RalinkRegistryWriter
PathName_Services,"C:\Program Files (x86)\OSTotoHotspot\RaRegistry.exe"
ProcessId_Services,2408
ServiceSpecificExitCode_Services,0
ServiceType_Services,Own Process
Started_Services,True
StartMode_Services,Auto
StartName_Services,LocalSystem
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Remote Access Auto Connection Manager
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address.
DesktopInteract_Services,False
DisplayName_Services,Remote Access Auto Connection Manager
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RasAuto
PathName_Services,C:\Windows\System32\svchost.exe -k netsvcs
ProcessId_Services,0
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,False
StartMode_Services,Manual
StartName_Services,localSystem
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Remote Access Connection Manager
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.
DesktopInteract_Services,False
DisplayName_Services,Remote Access Connection Manager
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RasMan
PathName_Services,C:\Windows\System32\svchost.exe -k netsvcs
ProcessId_Services,0
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,False
StartMode_Services,Manual
StartName_Services,localSystem
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Routing and Remote Access
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,Offers routing services to businesses in local area and wide area network environments.
DesktopInteract_Services,False
DisplayName_Services,Routing and Remote Access
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RemoteAccess
PathName_Services,C:\Windows\System32\svchost.exe -k netsvcs
ProcessId_Services,0
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,False
StartMode_Services,Disabled
StartName_Services,localSystem
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Remote Registry
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,Enables remote users to modify registry settings on this computer. If this service is stopped, the registry can be modified only by users on this computer. If this service is disabled, any services that explicitly depend on it will fail to start.
DesktopInteract_Services,False
DisplayName_Services,Remote Registry
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RemoteRegistry
PathName_Services,C:\Windows\system32\svchost.exe -k localService
ProcessId_Services,0
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,False
StartMode_Services,Disabled
StartName_Services,NT AUTHORITY\LocalService
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Retail Demo Service
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,The Retail Demo service controls device activity while the device is in retail demo mode.
DesktopInteract_Services,False
DisplayName_Services,Retail Demo Service
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RetailDemo
PathName_Services,C:\Windows\System32\svchost.exe -k netsvcs
ProcessId_Services,0
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,False
StartMode_Services,Manual
StartName_Services,LocalSystem
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Radio Management Service
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,Radio Management and Airplane Mode Service
DesktopInteract_Services,False
DisplayName_Services,Radio Management Service
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RmSvc
PathName_Services,C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted
ProcessId_Services,0
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,False
StartMode_Services,Manual
StartName_Services,NT AUTHORITY\LocalService
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,RPC Endpoint Mapper
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.
DesktopInteract_Services,False
DisplayName_Services,RPC Endpoint Mapper
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,RpcEptMapper
PathName_Services,C:\Windows\system32\svchost.exe -k RPCSS
ProcessId_Services,948
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,True
StartMode_Services,Auto
StartName_Services,NT AUTHORITY\NetworkService
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Remote Procedure Call (RPC) Locator
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.
DesktopInteract_Services,False
DisplayName_Services,Remote Procedure Call (RPC) Locator
ErrorControl_Services,Normal
ExitCode_Services,1077
Name_Services,RpcLocator
PathName_Services,C:\Windows\system32\locator.exe
ProcessId_Services,0
ServiceSpecificExitCode_Services,0
ServiceType_Services,Own Process
Started_Services,False
StartMode_Services,Manual
StartName_Services,NT AUTHORITY\NetworkService
State_Services,Stopped
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Remote Procedure Call (RPC)
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.
DesktopInteract_Services,False
DisplayName_Services,Remote Procedure Call (RPC)
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,RpcSs
PathName_Services,C:\Windows\system32\svchost.exe -k rpcss
ProcessId_Services,948
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,True
StartMode_Services,Auto
StartName_Services,NT AUTHORITY\NetworkService
State_Services,Running
Status_Services,OK
SystemCreationClassName_Services,Win32_ComputerSystem
SystemName_Services,BARUCH-LENOVO
TagId_Services,0
WaitHint_Services,0
AcceptPause_Services,False
AcceptStop_Services,False
Caption_Services,Security Accounts Manager
CheckPoint_Services,0
CreationClassName_Services,Win32_Service
DelayedAutoStart_Services,False
Description_Services,The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.
DesktopInteract_Services,False
DisplayName_Services,Security Accounts Manager
ErrorControl_Services,Normal
ExitCode_Services,0
Name_Services,SamSs
PathName_Services,C:\Windows\system32\lsass.exe
ProcessId_Services,780
ServiceSpecificExitCode_Services,0
ServiceType_Services,Share Process
Started_Services,True
StartMode_Services,Auto
StartName_Services,LocalSystem
