name,value
LocalPackage_Softwares,C:\Windows\Installer\11d1fd5a.msi
Name_Softwares,Microsoft Visual Studio 2015 Shell (Minimum) Resources
PackageCache_Softwares,C:\Windows\Installer\11d1fd5a.msi
PackageCode_Softwares,{8F10AAC6-BEAE-47A1-8384-E4269C95C580}
PackageName_Softwares,vs_minshellres.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.23107
WordCount_Softwares,0
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Library ATL Headers Package
Description_Softwares,Visual C++ Library ATL Headers Package
IdentifyingNumber_Softwares,{3D2C0656-6534-343C-B608-3C895E5CB36E}
InstallDate_Softwares,20170208
InstallSource_Softwares,C:\ProgramData\Package Cache\{3D2C0656-6534-343C-B608-3C895E5CB36E}v14.0.23026\packages\VisualC_D14\VC_ATL.Headers\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\121b14ff.msi
Name_Softwares,Visual C++ Library ATL Headers Package
PackageCache_Softwares,C:\Windows\Installer\121b14ff.msi
PackageCode_Softwares,{1E1DAD64-2043-40A3-9205-7E01478C4ABC}
PackageName_Softwares,VC_ATL.Headers.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.23026
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Windows Phone 8.1 SDK - ARM
Description_Softwares,Windows Phone 8.1 SDK - ARM
IdentifyingNumber_Softwares,{571A2B56-9F41-4C64-BE77-76925F89B42D}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{571A2B56-9F41-4C64-BE77-76925F89B42D}v8.1.15116\packages\WindowsPhone81SDK\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359f72.msi
Name_Softwares,Windows Phone 8.1 SDK - ARM
PackageCache_Softwares,C:\Windows\Installer\12359f72.msi
PackageCode_Softwares,{C4917FEE-F698-482F-96EC-186F4593E796}
PackageName_Softwares,WindowsPhoneSdk-ARM.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,8.1.15116
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares, Tools for .Net 3.5
Description_Softwares, Tools for .Net 3.5
IdentifyingNumber_Softwares,{1690CE56-2231-4E59-9006-A0876D949EA8}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{1690CE56-2231-4E59-9006-A0876D949EA8}v3.11.50727\packages\sdk_tools35\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a303ff.msi
Name_Softwares, Tools for .Net 3.5
PackageCache_Softwares,C:\Windows\Installer\12a303ff.msi
PackageCode_Softwares,{F6614611-1CE1-460E-B352-BC86DE639BDE}
PackageName_Softwares,sdk_tools35.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,3.11.50727
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft NuGet - Visual Studio 2015
Description_Softwares,Microsoft NuGet - Visual Studio 2015
IdentifyingNumber_Softwares,{2D170B66-A905-385C-93E0-20A47812B777}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{2D170B66-A905-385C-93E0-20A47812B777}v3.4.4.1321\packages\WPT\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\1235a01a.msi
Name_Softwares,Microsoft NuGet - Visual Studio 2015
PackageCache_Softwares,C:\Windows\Installer\1235a01a.msi
PackageCode_Softwares,{28F9037B-2682-44AC-A943-233C260A688C}
PackageName_Softwares,NuGetVisualStudio14.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,3.4.4.1321
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Universal CRT Tools x64
Description_Softwares,Universal CRT Tools x64
IdentifyingNumber_Softwares,{33952D66-D503-10CA-DD8E-E365C15EB4E0}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{33952D66-D503-10CA-DD8E-E365C15EB4E0}v10.0.26624\packages\Win10_UniversalCRTSDK\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\129793b0.msi
Name_Softwares,Universal CRT Tools x64
PackageCache_Softwares,C:\Windows\Installer\129793b0.msi
PackageCode_Softwares,{972C9F3E-F38B-4CE5-B47D-E90431C3ED2A}
PackageName_Softwares,Universal CRT Tools x64-x64_en-us.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,10.0.26624
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Active Directory Authentication Library for SQL Server (x86)
Description_Softwares,Active Directory Authentication Library for SQL Server (x86)
HelpLink_Softwares,http://go.microsoft.com/fwlink/?LinkID=525611
IdentifyingNumber_Softwares,{F40FA676-46B1-4609-85EF-D2F1F79E0C0E}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{F40FA676-46B1-4609-85EF-D2F1F79E0C0E}v13.0.1601.5\packages\adal_Sql2016_x86_enu\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a30676.msi
Name_Softwares,Active Directory Authentication Library for SQL Server (x86)
PackageCache_Softwares,C:\Windows\Installer\12a30676.msi
PackageCode_Softwares,{09CC0227-F79E-4B92-B65E-D7CAD5417ABA}
PackageName_Softwares,adalsql.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,13.0.1601.5
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Windows Software Development Kit DirectX x86 Remote
Description_Softwares,Windows Software Development Kit DirectX x86 Remote
IdentifyingNumber_Softwares,{A1CB8286-CFB3-A985-D799-721A0F2A27F3}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{A1CB8286-CFB3-A985-D799-721A0F2A27F3}v8.100.25984\packages\Win81_SDK\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a3039a.msi
Name_Softwares,Windows Software Development Kit DirectX x86 Remote
PackageCache_Softwares,C:\Windows\Installer\12a3039a.msi
PackageCode_Softwares,{A31F5508-075A-4B54-9249-25AAC95D3BC2}
PackageName_Softwares,Windows Software Development Kit DirectX x86 Remote-x86_en-us.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,8.100.25984
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Adobe Refresh Manager
Description_Softwares,Adobe Refresh Manager
HelpLink_Softwares,http://www.adobe.com/support/main.html
IdentifyingNumber_Softwares,{AC76BA86-0804-1033-1959-001824211354}
InstallDate_Softwares,20170111
InstallLocation_Softwares,C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\
InstallSource_Softwares,C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\Cache\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\daa42cb.msi
Name_Softwares,Adobe Refresh Manager
PackageCache_Softwares,C:\Windows\Installer\daa42cb.msi
PackageCode_Softwares,{6194C393-EF9A-4AE7-BE58-DE08509C4BA8}
PackageName_Softwares,Arm_001824211354_7770523472036725914585918411850066243.msi
ProductID_Softwares,none
RegOwner_Softwares,þþîùúîù Windows
URLInfoAbout_Softwares,http://www.adobe.com
URLUpdateInfo_Softwares,http://www.adobe.com/products/acrobat/readstep.html
Vendor_Softwares,Adobe Systems Incorporated
Version_Softwares,1.8.0
WordCount_Softwares,0
AssignmentType_Softwares,1
Caption_Softwares,Adobe Acrobat Reader DC
Description_Softwares,Adobe Acrobat Reader DC
HelpLink_Softwares,http://www.adobe.com/support/main.html
IdentifyingNumber_Softwares,{AC76BA86-7AD7-1033-7B44-AC0F074E4100}
InstallDate_Softwares,20170122
InstallLocation_Softwares,C:\Program Files (x86)\Adobe\Acrobat Reader DC\
InstallSource_Softwares,C:\ProgramData\Adobe\Setup\{AC76BA86-7AD7-1033-7B44-AC0F074E4100}\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\b45226.msi
Name_Softwares,Adobe Acrobat Reader DC
PackageCache_Softwares,C:\Windows\Installer\b45226.msi
PackageCode_Softwares,{D1523CF4-4315-41D0-B4C0-4B764ECB31EA}
PackageName_Softwares,AcroRead.msi
ProductID_Softwares,none
RegOwner_Softwares,þþîùúîù Windows
URLInfoAbout_Softwares,http://www.adobe.com
URLUpdateInfo_Softwares,http://helpx.adobe.com/reader.html
Vendor_Softwares,Adobe Systems Incorporated
Version_Softwares,15.023.20056
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Windows Phone 8.0 Emulation Host
Description_Softwares,Windows Phone 8.0 Emulation Host
IdentifyingNumber_Softwares,{26F71396-D769-39A3-A38F-92F9E1790733}
InstallDate_Softwares,20170209
InstallLocation_Softwares,C:\Program Files (x86)\Microsoft XDE\8.0\
InstallSource_Softwares,C:\ProgramData\Package Cache\{26F71396-D769-39A3-A38F-92F9E1790733}v11.0.60610\packages\MobileTools\XdeHost\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a304eb.msi
Name_Softwares,Windows Phone 8.0 Emulation Host
PackageCache_Softwares,C:\Windows\Installer\12a304eb.msi
PackageCode_Softwares,{BE2B8BEE-1DB8-4A4C-ABD4-A2097DBB1F71}
PackageName_Softwares,MobileTools_XDEHost.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,11.0.60610
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft SQL Server 2014 Management Objects  (x64)
Description_Softwares,Microsoft SQL Server 2014 Management Objects  (x64)
HelpLink_Softwares,http://go.microsoft.com/fwlink/?LinkId=149838
IdentifyingNumber_Softwares,{1F9EB3B6-AED7-4AA7-B8F1-8E314B74B2A5}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{1F9EB3B6-AED7-4AA7-B8F1-8E314B74B2A5}v12.0.2000.8\packages\SharedManagementObjects_amd64\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a3045b.msi
Name_Softwares,Microsoft SQL Server 2014 Management Objects  (x64)
PackageCache_Softwares,C:\Windows\Installer\12a3045b.msi
PackageCode_Softwares,{B5E51916-BC13-4F22-B602-64F1021B5B6D}
PackageName_Softwares,SharedManagementObjects.msi
ProductID_Softwares,none
RegOwner_Softwares,þþîùúîù Windows
Vendor_Softwares,Microsoft Corporation
Version_Softwares,12.0.2000.8
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ for Cross Platform Mobile Development - ENU
Description_Softwares,Visual C++ for Cross Platform Mobile Development - ENU
IdentifyingNumber_Softwares,{E08C37B6-475D-3393-BD4C-61BCCB9FCABE}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{E08C37B6-475D-3393-BD4C-61BCCB9FCABE}v14.0.25401\packages\MDDFirstParty\CPlusPlusCoreRes\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12e5dd5a.msi
Name_Softwares,Visual C++ for Cross Platform Mobile Development - ENU
PackageCache_Softwares,C:\Windows\Installer\12e5dd5a.msi
PackageCode_Softwares,{59695412-CC82-4AFA-A9E7-78BEDB334502}
PackageName_Softwares,CPlusPlusCoreRes.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.25401
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ IDE Common Package
Description_Softwares,Visual C++ IDE Common Package
IdentifyingNumber_Softwares,{BD5A23D6-1E9F-3378-89CF-E96908078D53}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{BD5A23D6-1E9F-3378-89CF-E96908078D53}v14.0.25420\packages\VisualC_D14\VC_IDE.Common\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359cba.msi
Name_Softwares,Visual C++ IDE Common Package
PackageCache_Softwares,C:\Windows\Installer\12359cba.msi
PackageCode_Softwares,{122C7320-F6F8-4150-90B6-8755D628B42D}
PackageName_Softwares,VC_IDE.Common.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.25420
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Windows Phone 8.1 SDK - x86
Description_Softwares,Windows Phone 8.1 SDK - x86
IdentifyingNumber_Softwares,{C11FB9D6-9CC7-4F10-83F4-36BD6C2A5D22}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{C11FB9D6-9CC7-4F10-83F4-36BD6C2A5D22}v8.1.15116\packages\WindowsPhone81SDK\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359f6c.msi
Name_Softwares,Windows Phone 8.1 SDK - x86
PackageCache_Softwares,C:\Windows\Installer\12359f6c.msi
PackageCode_Softwares,{4B003B50-C0FC-49C4-84B6-6CF983D2F7AA}
PackageName_Softwares,WindowsPhoneSdk-x86.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,8.1.15116
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Library MFC X86 Package
Description_Softwares,Visual C++ Library MFC X86 Package
IdentifyingNumber_Softwares,{5D0FA3E6-0A32-37C1-96CD-4E9DFF785FC0}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{5D0FA3E6-0A32-37C1-96CD-4E9DFF785FC0}v14.0.24213\packages\VisualC_D14\VC_MFC.X86\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12e5e8cb.msi
Name_Softwares,Visual C++ Library MFC X86 Package
PackageCache_Softwares,C:\Windows\Installer\12e5e8cb.msi
PackageCode_Softwares,{FBB4FDF5-9DA5-4DF2-86C1-9849902CCA26}
PackageName_Softwares,VC_MFC.X86.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.24213
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005
Description_Softwares,Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005
HelpLink_Softwares,http://go.microsoft.com/fwlink/?LinkId=133405
IdentifyingNumber_Softwares,{A749D8E6-B613-3BE3-8F5F-045C84EBA29B}
InstallDate_Softwares,20170102
InstallSource_Softwares,C:\ProgramData\Package Cache\{A749D8E6-B613-3BE3-8F5F-045C84EBA29B}v12.0.21005\packages\vcRuntimeMinimum_amd64\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\15ad27.msi
Name_Softwares,Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005
PackageCache_Softwares,C:\Windows\Installer\15ad27.msi
PackageCode_Softwares,{FE26E34E-F44B-4B4D-A2C9-878D87759F44}
PackageName_Softwares,vc_runtimeMinimum_x64.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,12.0.21005
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Build Tools - x86
Description_Softwares,Build Tools - x86
IdentifyingNumber_Softwares,{235CCCE6-3CB9-4E09-9D8E-0F212644C668}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{235CCCE6-3CB9-4E09-9D8E-0F212644C668}v12.0.31010\packages\BuildTools_MSBuildDev12_x86\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359e66.msi
Name_Softwares,Build Tools - x86
PackageCache_Softwares,C:\Windows\Installer\12359e66.msi
PackageCode_Softwares,{2D5348ED-7C9E-4691-9743-E1CB90745B19}
PackageName_Softwares,BuildTools_MSBuild.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,12.0.31010
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Compiler/Tools Premium X86 Base Resource Package
Description_Softwares,Visual C++ Compiler/Tools Premium X86 Base Resource Package
IdentifyingNumber_Softwares,{C2D57E07-7C8B-3356-8015-C39DB5C2F244}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{C2D57E07-7C8B-3356-8015-C39DB5C2F244}v14.0.24210\packages\VisualC_D14\VC_PremTools.X86.Base.Res\enu\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359d80.msi
Name_Softwares,Visual C++ Compiler/Tools Premium X86 Base Resource Package
PackageCache_Softwares,C:\Windows\Installer\12359d80.msi
PackageCode_Softwares,{ADD54759-9172-422D-9C26-E202E8EB99AA}
PackageName_Softwares,VC_PremTools.X86.Base.Res.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.24210
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Universal CRT Extension SDK
Description_Softwares,Universal CRT Extension SDK
IdentifyingNumber_Softwares,{1FBCBC17-4527-2340-0832-B1D49C41FF67}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{1FBCBC17-4527-2340-0832-B1D49C41FF67}v10.0.26624\packages\Win10_UniversalCRTSDK\10240\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a30577.msi
Name_Softwares,Universal CRT Extension SDK
PackageCache_Softwares,C:\Windows\Installer\12a30577.msi
PackageCode_Softwares,{A148EF27-9268-45BD-8690-2569C6BEC92B}
PackageName_Softwares,Universal CRT Extension SDK-x86_en-us.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,10.0.26624
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft ASP.NET and Web Tools 2015.1 (Beta8) - Visual Studio 2015
Description_Softwares,Microsoft ASP.NET and Web Tools 2015.1 (Beta8) - Visual Studio 2015
IdentifyingNumber_Softwares,{603DCF17-E958-3A31-AFED-919086709DB6}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{603DCF17-E958-3A31-AFED-919086709DB6}v14.1.11107.0\packages\WPT\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\1275fdd7.msi
Name_Softwares,Microsoft ASP.NET and Web Tools 2015.1 (Beta8) - Visual Studio 2015
PackageCache_Softwares,C:\Windows\Installer\1275fdd7.msi
PackageCode_Softwares,{14866BE6-F839-4DEC-8C2A-E641C15E4EFD}
PackageName_Softwares,webtoolsextensionsvs14.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.1.11107.0
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft .NET Framework 4.6 SDK
Description_Softwares,Microsoft .NET Framework 4.6 SDK
IdentifyingNumber_Softwares,{B5915D37-0637-4A26-A3AA-C5DC9F856370}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{B5915D37-0637-4A26-A3AA-C5DC9F856370}v4.6.00081\packages\sdk_tools46\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a303ef.msi
Name_Softwares,Microsoft .NET Framework 4.6 SDK
PackageCache_Softwares,C:\Windows\Installer\12a303ef.msi
PackageCode_Softwares,{02DBCCF5-A1ED-4F45-B209-DB671B65302B}
PackageName_Softwares,sdk_tools46.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,4.6.00081
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft Visual Studio 2015 Diagnostic Tools - amd64
Description_Softwares,Microsoft Visual Studio 2015 Diagnostic Tools - amd64
IdentifyingNumber_Softwares,{62D2E847-606F-49FB-A38B-F9D5AA936331}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{62D2E847-606F-49FB-A38B-F9D5AA936331}v14.0.23107\packages\DiagnosticsHub_CORE\amd64\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12a304ab.msi
Name_Softwares,Microsoft Visual Studio 2015 Diagnostic Tools - amd64
PackageCache_Softwares,C:\Windows\Installer\12a304ab.msi
PackageCode_Softwares,{32C74511-7750-45F8-AD38-970D3FAEB100}
PackageName_Softwares,DiagnosticsHub_CORE_amd64.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.23107
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,NVIDIA PhysX
Description_Softwares,NVIDIA PhysX
HelpLink_Softwares,www.NVIDIA.com
IdentifyingNumber_Softwares,{64467D47-FFE4-4FBC-ABBA-A0DB829A17EB}
InstallDate_Softwares,20170116
InstallLocation_Softwares,C:\Program Files (x86)\NVIDIA Corporation\PhysX\
InstallSource_Softwares,C:\PROGRA~2\ORIGIN~1\MASSEF~1\__INST~1\physx\redist\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12ea5cd.msi
Name_Softwares,NVIDIA PhysX
PackageCache_Softwares,C:\Windows\Installer\12ea5cd.msi
PackageCode_Softwares,{850791E5-BDF9-4BE8-8FBB-36B6798F49CB}
PackageName_Softwares,PhysX-9.12.0613-SystemSoftware.msi
ProductID_Softwares,none
RegOwner_Softwares,þþîùúîù Windows
URLInfoAbout_Softwares,www.NVIDIA.com
Vendor_Softwares,NVIDIA Corporation
Version_Softwares,9.12.0613
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ IDE Optional Desktop Support Package
Description_Softwares,Visual C++ IDE Optional Desktop Support Package
IdentifyingNumber_Softwares,{BAAC4157-7CD5-3E70-BE9E-D4C78463CD61}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{BAAC4157-7CD5-3E70-BE9E-D4C78463CD61}v14.0.23107\packages\VisualC_D14\VC_IDE.Option.Desktop\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359d1a.msi
Name_Softwares,Visual C++ IDE Optional Desktop Support Package
PackageCache_Softwares,C:\Windows\Installer\12359d1a.msi
PackageCode_Softwares,{E145C274-E3D1-40EB-8385-D452E29E92B6}
PackageName_Softwares,VC_IDE.Option.Desktop.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.23107
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft Visual C++ 2013 Core Libraries
Description_Softwares,Microsoft Visual C++ 2013 Core Libraries
HelpLink_Softwares,http://go.microsoft.com/fwlink/?LinkId=133405
IdentifyingNumber_Softwares,{84D88F57-4130-30FE-A0B6-1E04428FE1F6}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{84D88F57-4130-30FE-A0B6-1E04428FE1F6}v12.0.21005\packages\vc_librarycore86\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359e40.msi
Name_Softwares,Microsoft Visual C++ 2013 Core Libraries
PackageCache_Softwares,C:\Windows\Installer\12359e40.msi
PackageCode_Softwares,{4F3B3A66-49C6-45ED-9D1D-911805260DEF}
PackageName_Softwares,vc_librarycore86.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,12.0.21005
WordCount_Softwares,0
AssignmentType_Softwares,1
Caption_Softwares,Python Tools 2.2.6 for Visual Studio 2015
Description_Softwares,Python Tools 2.2.6 for Visual Studio 2015
IdentifyingNumber_Softwares,{4EEC1067-703E-4948-BF79-70B4CB600E02}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Microsoft\VisualStudioSecondaryInstaller\14.0\installers\PythonToolsForVisualStudioV8\en\0\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12e5e3a5.msi
Name_Softwares,Python Tools 2.2.6 for Visual Studio 2015
PackageCache_Softwares,C:\Windows\Installer\12e5e3a5.msi
PackageCode_Softwares,{2BE2D2DC-50E9-47D5-8B88-9F936C91933D}
PackageName_Softwares,PTVS_2_2_6_VS_2015.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,2.2.50113.00
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ IDE Debugger Resource Package
Description_Softwares,Visual C++ IDE Debugger Resource Package
IdentifyingNumber_Softwares,{E20C5867-063A-36FF-B630-A9C96CE5D8AF}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{E20C5867-063A-36FF-B630-A9C96CE5D8AF}v14.0.25420\packages\VisualC_D14\VC_IDE.Debugger.Res\enu\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\12359db6.msi
Name_Softwares,Visual C++ IDE Debugger Resource Package
PackageCache_Softwares,C:\Windows\Installer\12359db6.msi
PackageCode_Softwares,{FF48797B-7067-4DC0-A632-857FFF179585}
PackageName_Softwares,VC_IDE.Debugger.Res.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.25420
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Microsoft Agents for Visual Studio 2015 Preview
Description_Softwares,Microsoft Agents for Visual Studio 2015 Preview
IdentifyingNumber_Softwares,{CE37CE67-2660-30EE-805B-78829CC3554B}
InstallDate_Softwares,20170209
InstallSource_Softwares,C:\ProgramData\Package Cache\{CE37CE67-2660-30EE-805B-78829CC3554B}v14.0.23102\packages\TestAgentService\Core\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\1275fe25.msi
Name_Softwares,Microsoft Agents for Visual Studio 2015 Preview
PackageCache_Softwares,C:\Windows\Installer\1275fe25.msi
PackageCode_Softwares,{05DC9D46-EC87-48ED-9861-8ED0D48CF2DE}
PackageName_Softwares,vstf_testExecCore.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.23102
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Compiler/Tools Premium X64 Native Package
Description_Softwares,Visual C++ Compiler/Tools Premium X64 Native Package
IdentifyingNumber_Softwares,{C55A2F67-5FC2-3951-9602-10CAF5FBD136}
InstallDate_Softwares,20170208
InstallSource_Softwares,C:\ProgramData\Package Cache\{C55A2F67-5FC2-3951-9602-10CAF5FBD136}v14.0.24210\packages\VisualC_D14\VC_PremTools.X64.Nat\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\11fcfdc2.msi
Name_Softwares,Visual C++ Compiler/Tools Premium X64 Native Package
PackageCache_Softwares,C:\Windows\Installer\11fcfdc2.msi
PackageCode_Softwares,{A6168B60-9256-4C3D-A200-059DB4E38112}
PackageName_Softwares,VC_PremTools.X64.Nat.msi
Vendor_Softwares,Microsoft Corporation
Version_Softwares,14.0.24210
WordCount_Softwares,2
AssignmentType_Softwares,1
Caption_Softwares,Visual C++ Compiler/Tools Premium X64 X86 Cross Package
Description_Softwares,Visual C++ Compiler/Tools Premium X64 X86 Cross Package
IdentifyingNumber_Softwares,{F2CE0177-90A9-3345-B610-7B7710740533}
InstallDate_Softwares,20170208
InstallSource_Softwares,C:\ProgramData\Package Cache\{F2CE0177-90A9-3345-B610-7B7710740533}v14.0.24210\packages\VisualC_D14\VC_PremTools.X64.X86\
InstallState_Softwares,5
Language_Softwares,1033
LocalPackage_Softwares,C:\Windows\Installer\11fcfdc8.msi
Name_Softwares,Visual C++ Compiler/Tools Premium X64 X86 Cross Package
PackageCache_Softwares,C:\Windows\Installer\11fcfdc8.msi
PackageCode_Softwares,{E38B1F52-1E69-41F0-B106-EC344550C4F3}
